payment_id,payment_date,order_id,amount,payment_method,payment_status
12695,2025-08-03,12884,3487.59,Card,Refunded
12696,2024-10-09,2683,5284.86,Card,Refunded
12697,2024-07-10,15321,4267.85,COD,Refunded
12698,2025-11-21,14411,630.13,Wallet,Failed
12699,2025-09-29,8169,4963.5,Card,Success
12700,2025-08-11,6995,2819.27,COD,Failed
12701,2025-10-13,5634,6926.8,Wallet,Success
12702,2023-12-25,13786,8393.99,Wallet,Refunded
12703,2023-05-25,8197,5907.91,COD,Success
12704,2024-01-08,3432,4125.88,Wallet,Refunded
12705,2023-12-09,7086,293.05,Wallet,Success
12706,2025-02-01,3049,580.95,Card,Failed
12707,2024-05-21,11631,9376.33,Wallet,Success
12708,2024-10-04,15538,4827.95,Bank Transfer,Success
12709,2023-10-13,15632,9297.23,Bank Transfer,Success
12710,2023-03-12,11903,9410.6,Card,Success
12711,2025-09-08,9822,1768.78,Wallet,Refunded
12712,2025-09-03,13905,358.62,COD,Failed
12713,2024-04-08,4577,2093.72,Bank Transfer,Refunded
12714,2023-03-31,18292,4835.19,Card,Success
12715,2024-12-01,19710,3237.26,COD,Success
12716,2025-01-09,8069,3007.73,Wallet,Failed
12717,2024-05-31,15211,9188.65,Bank Transfer,Refunded
12718,2023-01-16,42,693.25,Bank Transfer,Refunded
12719,2024-06-24,15466,4670.25,Card,Refunded
12720,2025-07-31,19653,6991.11,Bank Transfer,Failed
12721,2024-11-13,7859,6107.23,Bank Transfer,Success
12722,2025-01-01,6094,9733.96,Card,Success
12723,2023-08-28,4974,3896.6,Card,Refunded
12724,2025-05-10,13604,5737.16,Bank Transfer,Failed
12725,2023-09-15,2321,7276.13,Card,Refunded
12726,2025-02-27,13542,6979.93,COD,Success
12727,2023-02-18,15009,64.77,Wallet,Success
12728,2025-03-31,9200,3483.73,Bank Transfer,Failed
12729,2023-06-13,9270,8789.2,COD,Failed
12730,2022-12-09,6355,9331.15,Bank Transfer,Failed
12731,2025-08-26,18375,2239.18,Bank Transfer,Refunded
12732,2024-08-13,15972,3118.56,COD,Refunded
12733,2025-11-15,7618,9486.88,Wallet,Refunded
12734,2025-06-23,7740,1282.04,Bank Transfer,Refunded
12735,2023-07-21,3028,3470.87,Bank Transfer,Failed
12736,2025-03-07,16692,1293.22,COD,Failed
12737,2024-03-13,3696,77.43,Bank Transfer,Success
12738,2023-08-03,10556,5098.66,Card,Refunded
12739,2024-04-29,1730,4522.8,Bank Transfer,Success
12740,2025-02-10,4986,3562.24,Wallet,Success
12741,2023-08-02,7086,9804.37,COD,Success
12742,2024-12-13,12370,2905.42,Bank Transfer,Failed
12743,2023-11-16,10878,1789.25,Wallet,Failed
12744,2025-01-10,18823,1561.42,Bank Transfer,Failed
12745,2023-04-07,10495,1192.17,Card,Success
12746,2023-10-21,12558,7334.07,Wallet,Failed
12747,2023-12-19,3108,9811.87,Bank Transfer,Failed
12748,2023-05-21,17404,662.54,Bank Transfer,Refunded
12749,2023-01-27,7116,6945.31,Card,Success
12750,2023-01-10,6543,4084.46,Card,Success
12751,2023-05-13,5667,9428.07,Bank Transfer,Refunded
12752,2023-03-22,1409,9344.87,Wallet,Failed
12753,2025-02-16,3835,2914.45,COD,Refunded
12754,2025-01-14,19994,5394.3,Wallet,Failed
12755,2023-05-04,15539,3718.75,Bank Transfer,Failed
12756,2025-05-18,3262,6931.95,Card,Success
12757,2025-08-09,6019,126.47,COD,Failed
12758,2022-12-23,9111,2806.17,Wallet,Success
12759,2024-01-16,19932,6412.84,Wallet,Success
12760,2023-11-28,7418,4040.04,Bank Transfer,Success
12761,2024-11-07,9780,6952.13,Bank Transfer,Success
12762,2025-07-04,5074,3362.61,Bank Transfer,Failed
12763,2025-05-31,19483,4239.34,Wallet,Success
12764,2023-03-11,4644,3464.2,Wallet,Success
12765,2024-06-20,7864,8917.63,COD,Failed
12766,2025-06-11,1531,3070.47,COD,Success
12767,2023-02-09,14088,3044.4,COD,Failed
12768,2025-02-19,15085,1061.78,Wallet,Success
12769,2023-05-08,19170,7984.35,COD,Refunded
12770,2024-02-25,4310,1187.39,Wallet,Failed
12771,2023-05-14,13832,1528.28,COD,Failed
12772,2025-08-09,13983,8903.55,COD,Failed
12773,2023-05-24,3714,775.33,Card,Success
12774,2024-08-26,11186,7553.02,Wallet,Failed
12775,2024-07-05,19256,262.4,Card,Refunded
12776,2024-04-01,12501,5576.41,Bank Transfer,Failed
12777,2024-09-08,4170,4857.32,Card,Success
12778,2024-11-29,6416,2056.22,Wallet,Refunded
12779,2025-11-01,15671,8933.09,COD,Refunded
12780,2025-06-07,6249,5157.93,Card,Success
12781,2023-09-27,9014,2339.11,COD,Refunded
12782,2025-06-21,9684,1615.99,Wallet,Success
12783,2023-02-07,11329,3198.69,Bank Transfer,Refunded
12784,2025-01-31,11760,8695.5,COD,Refunded
12785,2024-06-02,10186,1658.47,Bank Transfer,Refunded
12786,2023-02-20,16920,9548.47,Card,Refunded
12787,2025-03-10,13583,3741.68,Card,Failed
12788,2025-11-06,7818,3602.63,Bank Transfer,Refunded
12789,2023-05-24,3948,399.83,Wallet,Success
12790,2025-05-24,6963,929.73,Bank Transfer,Refunded
12791,2023-08-03,17595,2859.99,COD,Failed
12792,2024-11-03,8135,4203.68,Wallet,Refunded
12793,2023-04-09,9252,8066.73,Bank Transfer,Failed
12794,2024-03-27,847,1421.0,Bank Transfer,Refunded
12795,2023-07-25,16116,6334.04,Bank Transfer,Failed
12796,2024-12-09,8501,729.42,Bank Transfer,Refunded
12797,2024-11-11,7490,9812.79,Card,Refunded
12798,2025-01-27,11348,8865.41,Bank Transfer,Failed
12799,2025-03-08,12024,8986.76,Bank Transfer,Refunded
12800,2023-01-04,5636,6810.08,Bank Transfer,Failed
12801,2024-08-17,14280,818.27,Bank Transfer,Failed
12802,2025-12-04,8507,467.53,Card,Refunded
12803,2024-10-17,18023,4384.4,Wallet,Refunded
12804,2024-11-13,5906,1967.1,Bank Transfer,Success
12805,2023-04-16,12859,4914.54,Wallet,Success
12806,2023-11-18,17441,9296.51,COD,Refunded
12807,2023-01-23,2234,4486.87,Wallet,Refunded
12808,2025-11-18,17255,5880.86,COD,Refunded
12809,2024-10-21,7782,3497.1,Bank Transfer,Refunded
12810,2023-05-21,5462,7903.79,Wallet,Failed
12811,2023-08-30,7110,4738.69,COD,Failed
12812,2023-07-26,5407,2365.39,COD,Failed
12813,2023-12-11,15201,6758.34,Bank Transfer,Success
12814,2023-10-13,15190,6499.36,COD,Success
12815,2023-11-23,10851,192.94,Card,Success
12816,2025-10-13,2216,160.18,Card,Refunded
12817,2023-08-10,11592,4692.58,Bank Transfer,Success
12818,2023-02-27,11443,5406.83,COD,Refunded
12819,2025-06-05,8069,9699.43,Card,Success
12820,2024-02-20,3197,217.38,Bank Transfer,Success
12821,2024-02-12,8654,4495.35,Wallet,Success
12822,2024-07-06,8811,2974.06,Card,Failed
12823,2023-07-04,18911,169.47,Wallet,Refunded
12824,2025-11-13,3108,9996.31,Wallet,Refunded
12825,2024-03-27,15217,9926.07,Wallet,Failed
12826,2023-04-14,5645,6257.52,Wallet,Refunded
12827,2024-03-19,5784,201.15,Card,Refunded
12828,2023-03-29,12067,8144.42,COD,Refunded
12829,2024-07-04,19621,2291.11,COD,Success
12830,2024-03-28,16227,2911.7,Card,Failed
12831,2023-06-15,70,5636.21,Bank Transfer,Refunded
12832,2024-09-09,17308,8928.58,Wallet,Refunded
12833,2023-08-19,4508,8074.62,Bank Transfer,Failed
12834,2023-03-14,18086,8872.85,Wallet,Refunded
12835,2023-03-19,10495,1428.61,Card,Failed
12836,2025-07-10,81,5264.62,Card,Failed
12837,2025-02-18,1549,4076.19,COD,Refunded
12838,2024-11-02,2393,4368.77,COD,Success
12839,2023-06-29,3013,2753.4,Bank Transfer,Success
12840,2023-06-12,10680,4585.0,Card,Refunded
12841,2024-12-11,4251,4829.48,COD,Failed
12842,2025-01-15,19290,6198.92,Card,Success
12843,2025-08-27,8822,1297.99,Wallet,Refunded
12844,2024-10-11,4886,8196.19,Card,Failed
12845,2024-09-10,5317,5820.23,Card,Refunded
12846,2024-04-08,512,5077.6,Bank Transfer,Success
12847,2025-01-04,10027,7829.33,Card,Failed
12848,2023-04-11,11278,6027.29,Card,Refunded
12849,2025-05-04,13164,3751.76,Bank Transfer,Failed
12850,2023-07-02,10317,5250.65,COD,Refunded
12851,2024-06-06,4425,6206.84,Bank Transfer,Failed
12852,2023-05-12,320,5140.64,Bank Transfer,Failed
12853,2025-10-21,5221,9059.81,COD,Success
12854,2024-11-22,11020,614.27,Wallet,Refunded
12855,2023-03-01,2427,7308.67,Card,Success
12856,2023-09-08,1803,7751.46,Bank Transfer,Refunded
12857,2023-09-08,14125,7153.3,COD,Refunded
12858,2023-06-03,10067,4913.5,Wallet,Failed
12859,2025-08-23,1807,956.4,Bank Transfer,Failed
12860,2024-06-02,2694,7121.29,COD,Refunded
12861,2024-03-25,11968,9525.26,Bank Transfer,Refunded
12862,2023-07-05,16580,8509.17,Card,Success
12863,2024-06-25,13901,5998.26,COD,Refunded
12864,2023-10-31,4632,3397.38,COD,Success
12865,2023-07-30,16647,391.42,Card,Failed
12866,2023-02-28,17012,9942.27,Bank Transfer,Refunded
12867,2024-08-11,9174,2713.67,COD,Refunded
12868,2025-01-04,13346,6267.64,Bank Transfer,Refunded
12869,2025-10-27,14126,7122.42,Bank Transfer,Refunded
12870,2023-11-11,7124,1879.19,Wallet,Refunded
12871,2024-02-05,5023,2423.75,Bank Transfer,Success
12872,2025-08-05,1391,2972.24,Bank Transfer,Success
12873,2025-07-14,7586,417.09,Bank Transfer,Success
12874,2023-03-22,5953,2785.05,COD,Success
12875,2024-08-26,5342,5475.11,Wallet,Refunded
12876,2023-04-23,17066,1027.9,Card,Success
12877,2023-06-21,14876,6869.8,Wallet,Success
12878,2023-08-21,17801,3935.14,Bank Transfer,Refunded
12879,2023-01-22,9535,8422.01,Wallet,Refunded
12880,2024-11-26,15630,1807.77,Wallet,Success
12881,2023-02-09,14073,9283.25,Bank Transfer,Success
12882,2025-01-03,17027,6326.99,COD,Success
12883,2023-03-27,13171,8630.47,COD,Refunded
12884,2025-02-24,19028,526.88,COD,Success
12885,2022-12-27,8545,8383.13,Card,Success
12886,2025-12-03,3486,7529.98,Wallet,Refunded
12887,2025-03-27,19784,8914.63,Wallet,Success
12888,2025-05-19,560,6935.76,COD,Refunded
12889,2023-12-22,7006,6787.23,COD,Refunded
12890,2024-04-12,1406,8002.93,COD,Success
12891,2025-05-14,15689,8865.66,COD,Success
12892,2024-08-04,14680,9558.16,Wallet,Refunded
12893,2025-01-04,16601,5331.33,Card,Success
12894,2024-12-15,4517,9410.85,COD,Refunded
12895,2025-07-24,19309,8779.41,Wallet,Refunded
12896,2023-09-15,14342,8430.58,Wallet,Success
12897,2025-08-26,9598,9747.37,Card,Success
12898,2025-01-07,4166,7161.43,COD,Refunded
12899,2023-02-19,8816,8193.51,COD,Success
12900,2024-04-04,16787,9638.03,Bank Transfer,Failed
12901,2024-12-01,1265,9907.77,Wallet,Refunded
12902,2024-10-14,5900,7232.39,COD,Failed
12903,2023-06-22,19088,7956.41,COD,Success
12904,2024-10-31,19376,2934.9,Card,Failed
12905,2025-03-11,7739,9316.76,Bank Transfer,Refunded
12906,2024-03-27,2235,2731.96,COD,Success
12907,2025-10-24,7199,9543.02,Card,Refunded
12908,2024-09-10,15665,3091.11,Card,Failed
12909,2025-07-26,35,1678.27,Bank Transfer,Refunded
12910,2025-02-21,3315,1127.76,COD,Failed
12911,2023-07-12,12238,1170.74,Card,Failed
12912,2024-07-18,3335,7952.57,COD,Success
12913,2024-09-24,12058,1134.27,Card,Failed
12914,2025-11-26,8874,8037.69,COD,Success
12915,2023-09-09,17715,9168.11,Card,Failed
12916,2024-02-02,11033,1925.49,COD,Success
12917,2024-10-10,1440,7768.93,Card,Success
12918,2023-03-26,15723,5353.05,Card,Failed
12919,2025-06-17,15557,9282.23,COD,Failed
12920,2023-01-25,9817,9173.55,Wallet,Success
12921,2024-03-10,17465,598.66,Wallet,Failed
12922,2023-09-27,7685,6464.17,Bank Transfer,Refunded
12923,2024-12-22,11280,7266.6,COD,Refunded
12924,2025-08-29,17452,1370.56,Wallet,Refunded
12925,2024-12-30,10447,1755.95,Bank Transfer,Success
12926,2024-12-27,10337,3435.75,Wallet,Failed
12927,2024-11-13,1306,7820.94,Card,Failed
12928,2024-04-16,10269,1516.92,Bank Transfer,Refunded
12929,2025-03-25,18740,3977.78,Bank Transfer,Refunded
12930,2025-02-13,11906,8880.27,COD,Failed
12931,2024-07-12,3455,7974.05,Bank Transfer,Refunded
12932,2025-03-26,16982,7203.07,Wallet,Refunded
12933,2025-06-14,19753,3931.34,Card,Failed
12934,2023-01-06,3869,2956.1,COD,Success
12935,2024-07-06,18586,2030.33,Card,Refunded
12936,2024-12-03,18555,9633.43,COD,Failed
12937,2025-10-10,9436,6126.25,COD,Success
12938,2023-08-28,14416,9870.95,COD,Refunded
12939,2023-11-06,8603,7644.35,Wallet,Refunded
12940,2025-02-04,1289,736.78,Card,Success
12941,2024-02-08,7260,8312.83,COD,Failed
12942,2023-04-15,2659,1226.6,Bank Transfer,Failed
12943,2024-03-15,13223,8221.54,COD,Refunded
12944,2023-04-08,6853,7520.97,Card,Refunded
12945,2023-06-04,259,6838.85,Card,Refunded
12946,2023-08-17,3392,8809.73,COD,Success
12947,2024-12-03,17590,7435.25,Bank Transfer,Failed
12948,2023-09-25,13045,246.69,Bank Transfer,Refunded
12949,2025-06-28,7528,864.28,COD,Failed
12950,2024-02-04,12043,9692.0,Bank Transfer,Success
12951,2023-09-30,18033,1934.26,Bank Transfer,Failed
12952,2024-11-22,1111,5148.35,COD,Refunded
12953,2023-05-25,16995,1562.32,COD,Failed
12954,2023-07-11,7390,1697.5,Wallet,Success
12955,2025-08-24,5821,5817.73,COD,Success
12956,2023-10-25,6351,9265.63,Bank Transfer,Refunded
12957,2025-02-03,15610,9146.36,Bank Transfer,Refunded
12958,2023-03-25,12977,7654.25,Wallet,Refunded
12959,2023-07-12,19511,9798.64,Card,Success
12960,2024-10-02,14606,4835.39,Bank Transfer,Success
12961,2025-09-03,18480,2623.41,Card,Refunded
12962,2023-12-27,10892,4857.94,Bank Transfer,Success
12963,2023-01-03,16676,3370.78,Wallet,Success
12964,2024-06-24,7286,266.67,Bank Transfer,Refunded
12965,2025-03-09,5050,1979.81,Bank Transfer,Success
12966,2023-11-04,7162,2580.55,Card,Failed
12967,2023-03-12,14500,172.64,Card,Refunded
12968,2023-09-07,13961,4852.67,Card,Failed
12969,2023-04-08,6849,8203.92,Wallet,Success
12970,2024-08-21,836,688.72,Wallet,Failed
12971,2023-02-23,10623,7332.51,Card,Refunded
12972,2025-11-15,12058,6171.28,Card,Failed
12973,2023-07-15,4544,7789.73,COD,Success
12974,2025-07-10,16066,4131.85,COD,Failed
12975,2025-01-14,2815,6874.99,COD,Success
12976,2025-01-28,1381,4113.04,Wallet,Success
12977,2025-05-16,12308,1829.65,Card,Success
12978,2023-02-21,6194,648.9,Wallet,Success
12979,2024-12-31,9071,149.36,Bank Transfer,Failed
12980,2024-07-08,17720,2028.02,Card,Refunded
12981,2024-05-25,1891,7783.24,Bank Transfer,Failed
12982,2023-08-29,16032,6264.27,Bank Transfer,Failed
12983,2023-01-03,17086,3101.7,COD,Failed
12984,2023-03-31,11639,9194.59,Bank Transfer,Failed
12985,2024-03-13,9886,8639.36,Bank Transfer,Failed
12986,2023-01-18,7151,4458.99,Wallet,Refunded
12987,2024-06-05,4505,4869.35,Bank Transfer,Success
12988,2025-09-24,7413,8255.82,COD,Failed
12989,2024-03-11,10819,1656.12,Card,Failed
12990,2024-12-04,18158,6920.6,COD,Failed
12991,2025-09-27,19208,8506.04,Bank Transfer,Failed
12992,2023-03-27,19013,675.87,Card,Refunded
12993,2024-09-22,12069,8442.05,Wallet,Failed
12994,2023-04-24,10671,3781.28,COD,Failed
12995,2024-07-25,19308,4879.92,Wallet,Refunded
12996,2023-09-02,8021,596.55,Card,Refunded
12997,2024-06-15,9958,8479.17,Card,Success
12998,2024-12-13,19276,697.6,Card,Refunded
12999,2023-02-07,9594,2907.78,Card,Refunded
13000,2024-10-06,3404,358.34,Bank Transfer,Refunded
13001,2025-06-05,10971,4144.32,Bank Transfer,Success
13002,2024-11-05,307,6513.61,Bank Transfer,Failed
13003,2024-08-30,18050,4052.87,Bank Transfer,Success
13004,2024-05-09,7501,1181.48,Bank Transfer,Success
13005,2023-08-23,5603,8082.99,COD,Failed
13006,2025-11-28,9826,4749.55,Card,Success
13007,2024-07-27,9171,2079.74,Bank Transfer,Failed
13008,2024-03-07,11527,8536.79,Wallet,Failed
13009,2024-08-25,1096,5383.73,COD,Failed
13010,2024-04-05,15599,3000.3,Bank Transfer,Success
13011,2023-04-19,13696,2876.54,Card,Refunded
13012,2025-07-24,4450,7212.52,Bank Transfer,Failed
13013,2025-02-27,5318,9081.54,COD,Refunded
13014,2024-07-26,16378,7621.3,COD,Refunded
13015,2023-05-01,17325,6991.55,Wallet,Refunded
13016,2023-08-04,15284,9915.48,Wallet,Refunded
13017,2024-10-05,10443,1993.76,Bank Transfer,Refunded
13018,2025-10-08,12695,5646.99,Wallet,Success
13019,2025-05-18,7217,8310.17,COD,Failed
13020,2023-08-02,11495,3694.21,Card,Success
13021,2025-08-14,13231,4520.61,Wallet,Success
13022,2023-05-15,16539,2191.69,Wallet,Success
13023,2023-06-23,4170,5723.35,Bank Transfer,Refunded
13024,2025-04-14,15156,7668.79,Bank Transfer,Success
13025,2023-06-28,7651,4260.29,COD,Success
13026,2023-02-25,5449,3424.61,Bank Transfer,Refunded
13027,2025-06-21,3480,2139.71,Bank Transfer,Refunded
13028,2023-08-07,5847,4728.47,Card,Success
13029,2025-04-13,15509,5311.8,Bank Transfer,Failed
13030,2023-10-11,2976,6158.43,Wallet,Success
13031,2024-08-11,11508,9808.24,Card,Failed
13032,2023-11-25,1552,3301.79,Wallet,Failed
13033,2025-04-29,13627,4783.04,COD,Failed
13034,2024-04-26,6806,4456.59,Bank Transfer,Failed
13035,2024-11-22,8773,8132.06,COD,Failed
13036,2024-10-10,5155,2942.84,COD,Refunded
13037,2023-09-08,4432,8000.61,Bank Transfer,Refunded
13038,2025-03-31,18463,4497.23,Bank Transfer,Failed
13039,2023-03-09,9662,4437.26,COD,Failed
13040,2025-12-02,11641,8240.69,COD,Refunded
13041,2024-09-12,11276,2312.01,Bank Transfer,Failed
13042,2023-11-27,7259,5959.07,COD,Refunded
13043,2024-12-18,19551,2513.43,Wallet,Refunded
13044,2024-11-08,8468,7815.42,Card,Failed
13045,2023-06-08,967,7123.99,COD,Success
13046,2025-01-20,14167,4864.73,Wallet,Failed
13047,2025-04-07,1952,8623.82,COD,Failed
13048,2025-05-23,1083,6360.69,Wallet,Failed
13049,2023-08-08,9915,3090.85,Bank Transfer,Failed
13050,2025-01-19,1378,4682.23,COD,Refunded
13051,2024-12-30,7599,4032.67,COD,Failed
13052,2025-06-12,13858,3731.16,Bank Transfer,Refunded
13053,2024-07-08,4149,8074.51,Wallet,Success
13054,2024-07-12,17357,8250.86,Bank Transfer,Refunded
13055,2023-11-03,19239,556.9,COD,Failed
13056,2025-10-19,6483,6433.33,Wallet,Failed
13057,2025-08-26,3888,2533.98,Wallet,Failed
13058,2024-07-05,18194,2079.66,Bank Transfer,Refunded
13059,2024-12-01,12688,6117.33,COD,Refunded
13060,2025-03-14,12081,7237.42,Bank Transfer,Refunded
13061,2023-04-01,785,4254.91,Card,Failed
13062,2025-01-03,18217,8866.95,COD,Refunded
13063,2024-04-28,12848,2954.0,Card,Failed
13064,2024-09-24,2968,5869.48,Wallet,Refunded
13065,2023-04-28,13896,4848.66,Bank Transfer,Failed
13066,2023-07-18,8837,5038.55,COD,Refunded
13067,2024-04-22,14929,1076.77,COD,Refunded
13068,2024-01-09,13005,9549.49,COD,Failed
13069,2024-04-13,12197,6078.51,Card,Failed
13070,2023-05-02,5634,4371.69,Bank Transfer,Success
13071,2023-04-18,3957,5307.41,Bank Transfer,Success
13072,2025-06-24,19958,5453.78,COD,Failed
13073,2025-02-20,15896,7768.27,Wallet,Success
13074,2023-03-16,492,7121.07,COD,Refunded
13075,2024-07-19,1082,8505.57,Wallet,Refunded
13076,2023-10-11,11306,3257.91,Wallet,Refunded
13077,2024-01-16,19775,6703.98,Bank Transfer,Failed
13078,2024-10-13,15246,2364.06,Wallet,Success
13079,2023-09-15,9288,9772.81,COD,Success
13080,2024-10-22,1238,8506.02,COD,Success
13081,2024-03-29,5811,396.75,Wallet,Success
13082,2023-01-10,1515,3568.61,Wallet,Refunded
13083,2024-06-18,12221,1335.54,Wallet,Refunded
13084,2023-07-03,3123,822.08,COD,Failed
13085,2023-12-22,19509,5953.67,Card,Refunded
13086,2023-12-24,15233,933.24,Wallet,Success
13087,2025-05-13,4910,7803.96,Card,Refunded
13088,2023-08-24,93,1394.93,Wallet,Failed
13089,2025-05-09,9738,1538.45,COD,Refunded
13090,2023-03-21,12958,4239.77,Card,Failed
13091,2023-07-15,3520,2463.98,Card,Success
13092,2025-04-11,19375,9557.77,COD,Failed
13093,2024-09-18,2489,4353.29,COD,Failed
13094,2025-02-22,2106,927.73,Wallet,Success
13095,2025-10-21,3783,689.4,Bank Transfer,Success
13096,2025-02-15,6190,9180.88,Card,Success
13097,2023-06-06,3788,354.06,Bank Transfer,Failed
13098,2025-10-05,18878,4251.78,Bank Transfer,Refunded
13099,2022-12-13,10556,3738.55,Bank Transfer,Refunded
13100,2023-01-07,18433,9688.76,Card,Failed
13101,2023-12-17,9049,1981.34,COD,Success
13102,2025-09-29,346,6759.27,Card,Refunded
13103,2023-02-09,15226,852.57,Card,Failed
13104,2024-01-16,19545,9084.03,Card,Success
13105,2023-04-20,10184,4781.67,Card,Failed
13106,2024-07-29,7154,7092.74,Card,Success
13107,2024-08-03,1687,2901.04,Bank Transfer,Refunded
13108,2023-10-02,14314,9518.07,Wallet,Refunded
13109,2025-07-12,12028,1429.78,Wallet,Refunded
13110,2025-10-17,16464,3712.85,Wallet,Failed
13111,2024-04-05,4039,6840.64,Wallet,Failed
13112,2023-03-02,325,1909.73,Card,Failed
13113,2025-08-14,3368,9070.99,Wallet,Failed
13114,2023-11-22,4028,1050.13,Wallet,Refunded
13115,2025-06-07,19283,3461.94,Wallet,Success
13116,2025-02-13,11489,4609.76,Bank Transfer,Refunded
13117,2022-12-10,15488,6192.14,COD,Success
13118,2023-05-14,16576,6250.61,Card,Success
13119,2024-08-11,14868,1979.17,Bank Transfer,Success
13120,2024-01-16,2634,8044.54,Bank Transfer,Refunded
13121,2024-06-23,13540,2653.66,Bank Transfer,Failed
13122,2025-08-19,18885,3689.33,Wallet,Refunded
13123,2025-02-21,8926,5390.24,Wallet,Failed
13124,2025-08-27,1585,8047.12,Card,Failed
13125,2023-10-03,9125,8495.24,Card,Refunded
13126,2022-12-21,7513,285.89,Wallet,Success
13127,2024-01-26,18814,8379.52,Card,Success
13128,2024-03-22,601,7369.25,Wallet,Success
13129,2025-10-03,3531,7228.31,Wallet,Success
13130,2024-05-28,3054,6711.07,Wallet,Refunded
13131,2024-11-12,7490,9817.76,Wallet,Success
13132,2023-05-09,7856,8765.71,Wallet,Success
13133,2024-05-14,7588,6419.2,Bank Transfer,Failed
13134,2023-11-15,16794,1568.27,COD,Refunded
13135,2023-04-02,3908,1166.95,COD,Refunded
13136,2024-06-21,8872,1553.48,Card,Success
13137,2023-07-26,5056,2420.9,COD,Success
13138,2024-07-18,9681,2695.55,Bank Transfer,Success
13139,2023-10-22,15554,9802.56,COD,Success
13140,2023-04-03,12205,5985.66,COD,Refunded
13141,2022-12-09,19125,2334.16,COD,Refunded
13142,2024-08-09,12321,4267.58,Card,Success
13143,2023-11-05,11130,6884.11,Wallet,Failed
13144,2025-08-15,13408,269.86,Card,Failed
13145,2024-02-08,11908,8484.85,Wallet,Refunded
13146,2023-12-08,15802,7762.08,Card,Success
13147,2025-06-17,2073,2426.66,Wallet,Refunded
13148,2025-04-17,12755,7587.11,Wallet,Success
13149,2023-04-13,4047,8387.52,Wallet,Failed
13150,2025-06-30,13600,8391.15,COD,Refunded
13151,2023-07-12,15457,1412.52,Wallet,Refunded
13152,2023-11-10,12511,7478.54,Bank Transfer,Success
13153,2023-06-27,16668,3258.02,Bank Transfer,Refunded
13154,2023-09-26,6351,789.04,COD,Success
13155,2023-08-09,5715,5643.97,Wallet,Failed
13156,2025-06-21,5062,8057.65,Bank Transfer,Success
13157,2025-09-04,7224,9302.78,Card,Success
13158,2025-01-25,12841,8818.7,COD,Success
13159,2025-03-29,9637,5733.9,COD,Failed
13160,2022-12-29,17323,8975.85,COD,Failed
13161,2025-11-15,11268,3725.58,Card,Refunded
13162,2024-03-12,15851,7630.78,COD,Success
13163,2025-08-17,18638,6309.14,Card,Failed
13164,2023-10-04,19370,4856.01,Wallet,Refunded
13165,2025-05-05,14696,4019.41,Wallet,Failed
13166,2025-03-07,13255,9447.29,Card,Failed
13167,2023-07-11,14990,5659.87,Card,Refunded
13168,2024-08-02,7877,1917.84,Card,Refunded
13169,2023-06-15,11192,7975.67,Bank Transfer,Refunded
13170,2023-10-28,501,7866.45,Wallet,Failed
13171,2023-11-30,16696,8783.22,Wallet,Failed
13172,2023-09-14,6205,9212.98,Bank Transfer,Success
13173,2025-03-28,13315,8968.57,Bank Transfer,Failed
13174,2023-02-11,16957,2303.97,Wallet,Refunded
13175,2023-12-03,6099,9324.27,Card,Failed
13176,2023-04-19,11767,8460.28,COD,Success
13177,2024-09-06,16074,5385.43,COD,Failed
13178,2024-07-02,8009,4946.39,Wallet,Refunded
13179,2025-08-23,8077,6802.16,Wallet,Success
13180,2025-05-29,11650,6352.15,Bank Transfer,Success
13181,2024-08-14,19557,5152.04,Bank Transfer,Success
13182,2023-04-28,18966,259.14,Wallet,Refunded
13183,2023-11-22,9704,4415.2,Wallet,Failed
13184,2024-10-23,10990,5359.82,Bank Transfer,Refunded
13185,2024-04-08,12665,6950.97,Wallet,Success
13186,2023-04-23,9478,656.28,COD,Failed
13187,2025-02-10,10061,4677.74,COD,Success
13188,2023-11-27,9728,3433.87,Bank Transfer,Success
13189,2025-06-12,8490,3757.29,Card,Failed
13190,2025-02-14,18893,5168.15,Bank Transfer,Failed
13191,2025-11-26,9218,9461.95,COD,Failed
13192,2025-09-21,9715,1568.67,Bank Transfer,Refunded
13193,2023-02-07,2427,1438.66,Bank Transfer,Success
13194,2023-12-04,13826,2546.12,Wallet,Refunded
13195,2023-05-09,2792,5929.19,COD,Success
13196,2023-02-22,7702,3618.07,Card,Failed
13197,2024-10-16,18133,8270.86,Bank Transfer,Failed
13198,2023-05-15,12034,577.56,Card,Success
13199,2024-10-03,13826,1935.37,COD,Refunded
13200,2023-12-07,1108,9543.2,Bank Transfer,Failed
13201,2025-01-25,13775,3939.69,Bank Transfer,Failed
13202,2024-04-02,10045,9253.73,Card,Refunded
13203,2024-12-24,17248,2438.03,Card,Refunded
13204,2023-03-17,14064,1149.08,Card,Refunded
13205,2024-05-06,13484,9989.15,Bank Transfer,Success
13206,2025-08-27,10171,6233.3,COD,Failed
13207,2024-10-04,12185,3622.01,COD,Failed
13208,2023-01-25,5204,3703.52,Card,Failed
13209,2024-08-24,5119,3760.94,Card,Refunded
13210,2024-06-28,11726,9635.39,Bank Transfer,Refunded
13211,2023-02-09,16582,6474.74,COD,Refunded
13212,2023-05-10,4498,2379.42,COD,Failed
13213,2025-11-27,17416,6298.38,Wallet,Refunded
13214,2023-04-27,16764,6523.42,Wallet,Success
13215,2024-03-01,12378,6488.28,Card,Failed
13216,2023-10-29,1473,642.04,Card,Failed
