shipment_id,shipped_date,order_id,delivered_date,delivery_days,shipment_status
1330,2025-10-08,12716,2025-10-09,1,Delivered
1331,2024-11-11,9805,2024-11-19,8,Cancelled
1332,2023-10-03,12979,2023-10-04,1,Cancelled
1333,2023-01-04,4325,2023-01-06,2,Delivered
1334,2024-12-12,10521,2024-12-15,3,In Transit
1335,2024-11-14,7,2024-11-20,6,Cancelled
1336,2023-04-22,6543,2023-04-30,8,In Transit
1337,2023-04-14,11618,2023-04-23,9,Cancelled
1338,2024-11-03,11513,2024-11-05,2,Cancelled
1339,2025-01-03,16021,2025-01-11,8,Delivered
1340,2025-03-06,3604,2025-03-12,6,In Transit
1341,2023-05-12,11590,2023-05-16,4,Cancelled
1342,2024-07-26,14454,2024-07-29,3,In Transit
1343,2025-05-15,19901,2025-05-21,6,Delivered
1344,2025-02-13,11225,2025-02-14,1,Delivered
1345,2024-07-13,16095,2024-07-20,7,In Transit
1346,2023-12-27,5065,2023-12-30,3,In Transit
1347,2023-05-08,13840,2023-05-13,5,In Transit
1348,2025-06-04,9406,2025-06-10,6,In Transit
1349,2023-04-09,8016,2023-04-11,2,Cancelled
1350,2023-09-14,14426,2023-09-23,9,Delivered
1351,2023-12-22,17253,2023-12-26,4,Delivered
1352,2024-05-20,4306,2024-05-24,4,Cancelled
1353,2025-09-10,14900,2025-09-15,5,In Transit
1354,2025-11-19,13529,2025-11-21,2,In Transit
1355,2023-09-19,15219,2023-09-28,9,Delivered
1356,2025-09-06,9470,2025-09-13,7,Delivered
1357,2023-02-06,2505,2023-02-12,6,Delivered
1358,2024-06-07,10373,2024-06-10,3,Delivered
1359,2024-07-11,11254,2024-07-12,1,Cancelled
1360,2023-10-24,8648,2023-11-01,8,Cancelled
1361,2023-10-14,5414,2023-10-23,9,In Transit
1362,2024-03-12,3986,2024-03-18,6,Cancelled
1363,2025-01-28,13494,2025-02-02,5,In Transit
1364,2025-10-06,13039,2025-10-07,1,In Transit
1365,2024-01-16,6085,2024-01-24,8,Delivered
1366,2024-12-21,4406,2024-12-25,4,In Transit
1367,2023-12-13,8630,2023-12-18,5,Delivered
1368,2024-08-10,14354,2024-08-14,4,Cancelled
1369,2024-10-12,4456,2024-10-21,9,Delivered
1370,2023-01-19,147,2023-01-22,3,Delivered
1371,2023-11-02,3502,2023-11-07,5,Delivered
1372,2024-08-11,9803,2024-08-19,8,Cancelled
1373,2024-08-16,19024,2024-08-20,4,Cancelled
1374,2025-05-09,8628,2025-05-16,7,In Transit
1375,2023-09-22,18296,2023-09-26,4,Cancelled
1376,2025-04-29,19575,2025-04-30,1,Delivered
1377,2023-01-10,14670,2023-01-12,2,Delivered
1378,2024-07-14,1542,2024-07-22,8,Delivered
1379,2023-04-22,5310,2023-04-30,8,In Transit
1380,2023-07-08,16113,2023-07-15,7,Delivered
1381,2023-10-04,17914,2023-10-06,2,In Transit
1382,2023-04-05,18214,2023-04-09,4,In Transit
1383,2025-11-07,15937,2025-11-11,4,Delivered
1384,2025-04-10,80,2025-04-18,8,In Transit
1385,2024-02-16,18802,2024-02-24,8,In Transit
1386,2024-12-31,11916,2025-01-09,9,In Transit
1387,2025-10-14,18506,2025-10-23,9,Cancelled
1388,2024-06-12,7306,2024-06-19,7,In Transit
1389,2025-07-18,16366,2025-07-21,3,Cancelled
1390,2023-06-01,11101,2023-06-05,4,In Transit
1391,2022-12-13,8272,2022-12-19,6,Delivered
1392,2025-08-26,8283,2025-09-02,7,In Transit
1393,2024-04-11,16918,2024-04-12,1,Cancelled
1394,2025-01-17,9480,2025-01-24,7,Cancelled
1395,2023-04-23,12465,2023-04-24,1,Delivered
1396,2024-03-18,18468,2024-03-23,5,Cancelled
1397,2023-01-19,11654,2023-01-24,5,Cancelled
1398,2023-07-16,8794,2023-07-20,4,Cancelled
1399,2025-04-24,3166,2025-04-25,1,In Transit
1400,2025-01-30,13385,2025-02-04,5,Delivered
1401,2024-03-04,15511,2024-03-08,4,Cancelled
1402,2022-12-22,262,2022-12-31,9,Cancelled
1403,2024-08-07,1825,2024-08-12,5,Delivered
1404,2023-05-09,17814,2023-05-17,8,Delivered
1405,2023-06-13,19277,2023-06-14,1,In Transit
1406,2024-07-03,15406,2024-07-10,7,In Transit
1407,2025-06-05,12399,2025-06-13,8,Delivered
1408,2023-12-13,7261,2023-12-14,1,Cancelled
1409,2023-11-18,16578,2023-11-20,2,Delivered
1410,2023-05-07,5223,2023-05-12,5,In Transit
1411,2025-05-08,7943,2025-05-09,1,Delivered
1412,2023-12-11,7155,2023-12-19,8,In Transit
1413,2023-06-17,10838,2023-06-23,6,Cancelled
1414,2023-10-20,19427,2023-10-21,1,Cancelled
1415,2024-01-15,8221,2024-01-17,2,In Transit
1416,2024-10-03,2674,2024-10-06,3,Cancelled
1417,2025-06-03,15244,2025-06-10,7,In Transit
1418,2023-12-05,378,2023-12-06,1,Delivered
1419,2024-11-17,6892,2024-11-20,3,Delivered
1420,2025-08-16,4299,2025-08-25,9,In Transit
1421,2025-05-25,15604,2025-05-31,6,In Transit
1422,2023-05-28,16584,2023-05-31,3,Delivered
1423,2025-05-26,9739,2025-06-03,8,In Transit
1424,2025-04-22,15583,2025-04-27,5,Delivered
1425,2024-11-07,14049,2024-11-08,1,In Transit
1426,2023-10-22,16684,2023-10-23,1,Delivered
1427,2023-02-12,4128,2023-02-17,5,Delivered
1428,2023-06-22,5510,2023-06-29,7,Cancelled
1429,2023-06-02,648,2023-06-04,2,In Transit
1430,2023-10-20,2601,2023-10-24,4,In Transit
1431,2025-02-07,7828,2025-02-11,4,In Transit
1432,2024-03-24,19238,2024-03-29,5,Delivered
1433,2025-06-10,11284,2025-06-11,1,In Transit
1434,2023-03-10,7862,2023-03-13,3,In Transit
1435,2025-10-16,1463,2025-10-22,6,In Transit
1436,2024-05-12,9385,2024-05-16,4,Cancelled
1437,2025-10-27,19504,2025-11-05,9,Delivered
1438,2024-08-15,11086,2024-08-23,8,In Transit
1439,2024-12-01,6885,2024-12-10,9,Cancelled
1440,2023-09-04,16506,2023-09-11,7,In Transit
1441,2025-07-15,17358,2025-07-17,2,Cancelled
1442,2025-02-09,18995,2025-02-15,6,In Transit
1443,2023-04-28,13360,2023-04-30,2,Cancelled
1444,2025-05-25,14477,2025-05-29,4,Cancelled
1445,2024-02-26,6216,2024-03-04,7,In Transit
1446,2024-12-18,15061,2024-12-22,4,Delivered
1447,2025-10-08,13963,2025-10-09,1,In Transit
1448,2023-12-26,5714,2023-12-27,1,Cancelled
1449,2025-05-13,17047,2025-05-14,1,In Transit
1450,2025-10-30,2290,2025-11-02,3,In Transit
1451,2023-03-28,1874,2023-04-01,4,Delivered
1452,2024-03-24,12408,2024-04-02,9,Cancelled
1453,2023-10-04,13794,2023-10-07,3,In Transit
1454,2023-11-06,1556,2023-11-10,4,Cancelled
1455,2025-11-20,11058,2025-11-24,4,Delivered
1456,2025-01-26,5955,2025-01-27,1,Delivered
1457,2023-06-14,7701,2023-06-18,4,In Transit
1458,2025-08-31,10924,2025-09-01,1,Delivered
1459,2024-04-09,5684,2024-04-13,4,Cancelled
1460,2023-09-11,3283,2023-09-15,4,Delivered
1461,2024-04-14,11675,2024-04-22,8,In Transit
1462,2025-08-14,1490,2025-08-15,1,In Transit
1463,2024-07-20,10542,2024-07-27,7,Cancelled
1464,2023-10-30,3493,2023-11-05,6,Cancelled
1465,2022-12-20,82,2022-12-22,2,Delivered
1466,2023-11-11,6228,2023-11-18,7,Delivered
1467,2023-09-24,18945,2023-10-03,9,Cancelled
1468,2024-09-27,2547,2024-10-03,6,In Transit
1469,2025-10-16,16230,2025-10-25,9,In Transit
1470,2025-05-27,19263,2025-06-05,9,Delivered
1471,2023-06-26,12544,2023-07-04,8,Delivered
1472,2025-08-05,10407,2025-08-10,5,In Transit
1473,2025-06-03,6948,2025-06-09,6,Cancelled
1474,2025-11-11,15808,2025-11-14,3,Delivered
1475,2024-07-12,11606,2024-07-21,9,Delivered
1476,2023-07-21,19504,2023-07-27,6,In Transit
1477,2025-10-01,10722,2025-10-10,9,In Transit
1478,2024-10-16,3741,2024-10-24,8,Cancelled
1479,2023-10-31,18410,2023-11-04,4,In Transit
1480,2023-08-06,11271,2023-08-11,5,Cancelled
1481,2023-12-04,6419,2023-12-13,9,Delivered
1482,2025-01-27,9286,2025-02-05,9,In Transit
1483,2024-06-28,17433,2024-07-05,7,In Transit
1484,2023-05-18,2403,2023-05-19,1,Delivered
1485,2023-01-23,4887,2023-01-31,8,Delivered
1486,2025-02-06,156,2025-02-10,4,Delivered
1487,2023-01-30,17560,2023-02-06,7,Cancelled
1488,2024-09-23,9262,2024-09-24,1,Delivered
1489,2023-06-16,9691,2023-06-23,7,Delivered
1490,2023-09-04,17658,2023-09-12,8,Cancelled
1491,2022-12-11,5641,2022-12-20,9,Delivered
1492,2023-05-24,4722,2023-06-02,9,Delivered
1493,2024-06-02,14048,2024-06-05,3,In Transit
1494,2025-10-12,6435,2025-10-16,4,Cancelled
1495,2024-06-06,3282,2024-06-10,4,Delivered
1496,2025-03-06,7433,2025-03-08,2,Cancelled
1497,2025-10-05,19543,2025-10-07,2,In Transit
1498,2025-07-13,13,2025-07-17,4,Cancelled
1499,2025-10-23,9708,2025-10-31,8,Cancelled
1500,2025-04-26,8742,2025-04-27,1,Cancelled
1501,2025-02-12,534,2025-02-13,1,Cancelled
1502,2024-02-22,17138,2024-02-23,1,Cancelled
1503,2024-01-03,5615,2024-01-09,6,Delivered
1504,2024-11-04,9124,2024-11-08,4,Cancelled
1505,2025-03-02,3584,2025-03-06,4,In Transit
1506,2025-11-19,1941,2025-11-22,3,In Transit
1507,2024-11-25,8754,2024-12-03,8,In Transit
1508,2024-05-17,10067,2024-05-22,5,Delivered
1509,2024-06-25,8255,2024-07-04,9,Cancelled
1510,2023-02-26,6038,2023-02-27,1,Cancelled
1511,2024-12-18,7636,2024-12-27,9,Cancelled
1512,2025-11-25,8549,2025-12-03,8,Cancelled
1513,2024-07-22,14863,2024-07-24,2,In Transit
1514,2025-02-12,5427,2025-02-21,9,Cancelled
1515,2024-10-05,5144,2024-10-11,6,In Transit
1516,2022-12-16,9491,2022-12-21,5,In Transit
1517,2023-03-28,15144,2023-04-06,9,Delivered
1518,2024-12-07,1130,2024-12-16,9,Cancelled
1519,2024-04-21,1018,2024-04-22,1,Delivered
1520,2025-01-30,2704,2025-02-05,6,Cancelled
1521,2025-04-28,5839,2025-05-01,3,Delivered
1522,2025-08-02,16910,2025-08-11,9,Delivered
1523,2024-04-13,1399,2024-04-16,3,Cancelled
1524,2023-05-29,8805,2023-06-02,4,Cancelled
1525,2025-04-02,116,2025-04-08,6,Cancelled
1526,2025-11-09,8294,2025-11-17,8,Cancelled
1527,2025-04-06,9350,2025-04-10,4,Cancelled
1528,2023-09-15,14746,2023-09-21,6,Delivered
1529,2025-07-11,3531,2025-07-16,5,Delivered
1530,2023-06-20,10204,2023-06-29,9,Delivered
1531,2023-08-08,16713,2023-08-11,3,In Transit
1532,2024-07-02,18195,2024-07-04,2,Cancelled
1533,2025-08-01,18278,2025-08-09,8,Cancelled
1534,2024-03-18,27,2024-03-27,9,Delivered
1535,2025-10-14,16087,2025-10-22,8,Cancelled
1536,2025-11-29,6878,2025-12-02,3,In Transit
1537,2024-12-30,736,2025-01-04,5,Delivered
1538,2024-07-24,6038,2024-07-31,7,Cancelled
1539,2025-03-05,11806,2025-03-08,3,Delivered
1540,2024-01-26,6264,2024-02-02,7,In Transit
1541,2024-02-23,6127,2024-02-27,4,Cancelled
1542,2025-01-29,18623,2025-02-03,5,Delivered
1543,2024-01-12,1666,2024-01-17,5,Delivered
1544,2025-03-26,7919,2025-04-01,6,Delivered
1545,2024-09-23,11937,2024-10-02,9,Cancelled
1546,2023-10-09,19470,2023-10-13,4,Cancelled
1547,2025-06-25,4923,2025-06-26,1,Delivered
1548,2024-01-02,16967,2024-01-11,9,Delivered
1549,2025-02-03,9204,2025-02-11,8,Delivered
1550,2024-08-25,14138,2024-08-28,3,Cancelled
1551,2025-09-13,17375,2025-09-14,1,Cancelled
1552,2023-07-22,2296,2023-07-31,9,In Transit
1553,2024-02-23,12414,2024-02-26,3,Cancelled
1554,2023-10-06,4964,2023-10-13,7,Cancelled
1555,2025-04-04,3752,2025-04-11,7,Cancelled
1556,2025-06-19,4138,2025-06-21,2,Cancelled
1557,2025-07-26,17340,2025-08-01,6,Cancelled
1558,2024-03-17,18223,2024-03-24,7,In Transit
1559,2023-04-09,14952,2023-04-17,8,In Transit
1560,2024-04-14,16256,2024-04-19,5,In Transit
1561,2023-09-20,16268,2023-09-28,8,Cancelled
1562,2025-04-29,11732,2025-05-06,7,Cancelled
1563,2022-12-20,11580,2022-12-27,7,Delivered
1564,2024-03-24,8066,2024-03-31,7,In Transit
1565,2023-10-30,8789,2023-11-06,7,In Transit
1566,2025-02-04,7578,2025-02-12,8,In Transit
1567,2024-05-30,18829,2024-05-31,1,In Transit
1568,2025-03-08,10799,2025-03-09,1,Cancelled
1569,2023-04-05,3088,2023-04-06,1,Delivered
1570,2025-07-25,8421,2025-07-27,2,In Transit
1571,2024-03-22,3247,2024-03-31,9,Cancelled
1572,2025-03-29,15577,2025-03-30,1,Delivered
1573,2025-02-27,8217,2025-03-01,2,In Transit
1574,2025-07-13,4993,2025-07-22,9,In Transit
1575,2024-07-29,5374,2024-08-04,6,Delivered
1576,2023-08-15,6809,2023-08-23,8,In Transit
1577,2023-08-24,8680,2023-08-30,6,Delivered
1578,2023-06-06,4890,2023-06-09,3,Cancelled
1579,2023-02-14,19294,2023-02-17,3,In Transit
1580,2023-08-11,204,2023-08-14,3,In Transit
1581,2023-06-26,6330,2023-06-27,1,In Transit
1582,2023-06-26,17030,2023-06-29,3,Cancelled
1583,2024-02-07,4512,2024-02-11,4,In Transit
1584,2025-11-22,11775,2025-12-01,9,In Transit
1585,2023-11-26,8714,2023-11-27,1,In Transit
1586,2023-04-17,13806,2023-04-20,3,Cancelled
1587,2023-01-02,16668,2023-01-06,4,Cancelled
1588,2025-04-04,14241,2025-04-08,4,Delivered
1589,2025-03-24,7257,2025-04-01,8,In Transit
1590,2025-08-11,1001,2025-08-20,9,Delivered
1591,2025-09-22,14051,2025-09-29,7,Cancelled
1592,2023-11-13,18419,2023-11-18,5,Cancelled
1593,2025-07-26,5947,2025-07-31,5,Cancelled
1594,2024-05-06,12195,2024-05-14,8,In Transit
1595,2024-03-13,14485,2024-03-21,8,Cancelled
1596,2025-02-14,419,2025-02-18,4,In Transit
1597,2023-06-13,467,2023-06-15,2,In Transit
1598,2025-06-15,18887,2025-06-20,5,Cancelled
1599,2024-01-01,2382,2024-01-02,1,In Transit
1600,2025-02-27,4369,2025-03-03,4,Delivered
1601,2024-07-14,2649,2024-07-19,5,Cancelled
1602,2024-09-30,2140,2024-10-07,7,In Transit
1603,2023-09-29,8790,2023-10-06,7,Delivered
1604,2023-07-10,2072,2023-07-11,1,In Transit
1605,2023-03-27,14839,2023-03-31,4,In Transit
1606,2024-09-28,6888,2024-09-30,2,Cancelled
1607,2025-05-25,15250,2025-06-02,8,In Transit
1608,2025-08-30,16953,2025-09-03,4,Delivered
1609,2025-03-11,16267,2025-03-16,5,Delivered
1610,2023-08-06,9678,2023-08-09,3,In Transit
1611,2024-07-02,1339,2024-07-10,8,Cancelled
1612,2024-02-13,1016,2024-02-15,2,Cancelled
1613,2025-03-30,10315,2025-03-31,1,Delivered
1614,2024-10-12,18549,2024-10-21,9,Cancelled
1615,2024-01-23,11956,2024-01-24,1,Cancelled
1616,2025-09-22,16472,2025-09-30,8,Cancelled
1617,2025-10-21,4095,2025-10-24,3,In Transit
1618,2023-11-23,7003,2023-11-30,7,In Transit
1619,2023-05-30,9439,2023-06-05,6,Delivered
1620,2025-11-15,19859,2025-11-23,8,Cancelled
1621,2023-11-03,16350,2023-11-12,9,Cancelled
1622,2023-12-14,19426,2023-12-18,4,Delivered
1623,2023-09-18,10426,2023-09-21,3,Cancelled
1624,2023-08-22,15091,2023-08-25,3,Cancelled
1625,2023-05-27,10870,2023-05-31,4,Delivered
1626,2023-09-25,10389,2023-10-02,7,Cancelled
1627,2025-11-23,11026,2025-12-02,9,Delivered
1628,2025-01-08,17750,2025-01-09,1,Delivered
1629,2023-05-29,189,2023-06-06,8,Cancelled
1630,2024-11-17,13182,2024-11-18,1,Delivered
1631,2025-07-16,12959,2025-07-25,9,Cancelled
1632,2023-05-09,9161,2023-05-14,5,Delivered
1633,2025-04-23,6984,2025-05-02,9,Delivered
1634,2023-07-10,19428,2023-07-12,2,Cancelled
1635,2025-01-11,19786,2025-01-20,9,In Transit
1636,2023-10-12,1185,2023-10-18,6,Delivered
1637,2024-01-29,2992,2024-02-05,7,In Transit
1638,2023-05-10,13142,2023-05-13,3,Cancelled
1639,2025-02-10,4300,2025-02-19,9,Cancelled
1640,2022-12-21,13180,2022-12-22,1,In Transit
1641,2024-10-09,12797,2024-10-12,3,In Transit
1642,2023-12-28,17870,2024-01-04,7,In Transit
1643,2023-10-18,19975,2023-10-22,4,Delivered
1644,2025-11-05,19506,2025-11-06,1,In Transit
1645,2023-03-09,10139,2023-03-17,8,In Transit
1646,2024-04-14,15614,2024-04-16,2,In Transit
1647,2025-05-27,19529,2025-05-29,2,Cancelled
1648,2024-01-15,19993,2024-01-17,2,In Transit
1649,2023-11-30,19553,2023-12-09,9,In Transit
1650,2023-07-10,1638,2023-07-18,8,In Transit
1651,2023-10-04,2934,2023-10-09,5,Delivered
1652,2025-06-30,15674,2025-07-06,6,Cancelled
1653,2023-06-28,7950,2023-07-07,9,Delivered
1654,2023-12-31,16269,2024-01-04,4,Cancelled
1655,2025-04-06,16586,2025-04-08,2,In Transit
1656,2023-01-19,3276,2023-01-20,1,In Transit
1657,2023-03-30,10571,2023-04-06,7,In Transit
1658,2025-07-24,2883,2025-07-31,7,In Transit
1659,2023-04-26,900,2023-04-27,1,Cancelled
1660,2023-05-06,12770,2023-05-11,5,In Transit
1661,2024-09-04,1138,2024-09-09,5,In Transit
1662,2025-10-26,7330,2025-10-31,5,In Transit
1663,2023-04-23,18433,2023-05-01,8,In Transit
1664,2023-07-09,11352,2023-07-11,2,Cancelled
1665,2023-07-11,19623,2023-07-16,5,Delivered
1666,2023-03-20,15594,2023-03-23,3,Cancelled
1667,2024-03-20,5392,2024-03-22,2,Delivered
1668,2024-07-10,5436,2024-07-17,7,In Transit
1669,2023-08-27,1677,2023-08-30,3,Delivered
1670,2024-03-23,6730,2024-04-01,9,Cancelled
1671,2025-11-03,6564,2025-11-12,9,In Transit
1672,2023-02-24,15975,2023-03-01,5,Cancelled
1673,2025-09-23,11053,2025-09-27,4,Delivered
1674,2023-02-14,10342,2023-02-17,3,Delivered
1675,2025-04-08,15036,2025-04-14,6,Delivered
1676,2023-12-04,19971,2023-12-08,4,Cancelled
1677,2025-05-10,6806,2025-05-19,9,In Transit
1678,2025-11-17,1530,2025-11-18,1,Delivered
1679,2023-12-07,13420,2023-12-09,2,Cancelled
1680,2024-01-21,3852,2024-01-26,5,In Transit
1681,2025-09-02,14910,2025-09-06,4,In Transit
1682,2023-08-13,19109,2023-08-19,6,In Transit
1683,2025-08-07,14085,2025-08-11,4,Cancelled
1684,2024-08-19,11168,2024-08-22,3,In Transit
1685,2024-09-12,7021,2024-09-16,4,Cancelled
1686,2025-10-04,15621,2025-10-05,1,Delivered
1687,2023-02-15,13792,2023-02-19,4,Delivered
1688,2025-01-30,2622,2025-02-01,2,Delivered
1689,2025-05-22,12246,2025-05-30,8,In Transit
1690,2023-04-21,18086,2023-04-26,5,In Transit
1691,2023-05-19,2031,2023-05-20,1,In Transit
1692,2023-06-20,12187,2023-06-28,8,Cancelled
1693,2023-02-26,14829,2023-03-06,8,Delivered
1694,2024-11-17,15379,2024-11-26,9,Delivered
1695,2024-08-31,19831,2024-09-05,5,Delivered
1696,2023-02-01,14390,2023-02-07,6,Cancelled
1697,2025-06-01,12274,2025-06-09,8,In Transit
1698,2025-04-21,6790,2025-04-25,4,In Transit
1699,2023-07-25,15157,2023-07-31,6,Delivered
1700,2024-09-29,17593,2024-10-01,2,Delivered
1701,2025-10-01,11637,2025-10-06,5,Delivered
1702,2025-01-24,7216,2025-01-27,3,Cancelled
1703,2022-12-18,15185,2022-12-25,7,Cancelled
1704,2023-04-16,6686,2023-04-19,3,In Transit
1705,2023-01-07,18640,2023-01-10,3,Delivered
1706,2025-07-10,12228,2025-07-14,4,Delivered
1707,2024-05-17,9638,2024-05-21,4,Delivered
1708,2025-03-12,7933,2025-03-17,5,In Transit
1709,2025-04-29,1302,2025-05-03,4,Delivered
1710,2025-09-09,1264,2025-09-10,1,In Transit
1711,2024-12-27,5967,2025-01-05,9,Delivered
1712,2023-07-02,7660,2023-07-10,8,Cancelled
1713,2023-08-21,5895,2023-08-22,1,Delivered
1714,2023-11-29,16879,2023-12-07,8,Delivered
1715,2024-07-17,6371,2024-07-20,3,Cancelled
1716,2023-05-03,7660,2023-05-09,6,In Transit
1717,2023-07-25,6168,2023-07-31,6,Delivered
1718,2025-08-07,12990,2025-08-15,8,Delivered
1719,2024-04-15,14414,2024-04-20,5,Cancelled
1720,2025-10-21,4747,2025-10-24,3,Delivered
1721,2025-08-08,8702,2025-08-16,8,Delivered
1722,2023-03-10,1772,2023-03-16,6,Cancelled
1723,2023-10-30,18856,2023-11-08,9,Delivered
1724,2025-10-15,17944,2025-10-21,6,In Transit
1725,2024-10-21,17982,2024-10-27,6,Cancelled
1726,2024-06-21,223,2024-06-29,8,Cancelled
1727,2024-12-07,2059,2024-12-13,6,Cancelled
1728,2024-08-18,14656,2024-08-26,8,Delivered
1729,2025-03-26,18584,2025-04-03,8,Delivered
1730,2023-11-02,17048,2023-11-07,5,In Transit
1731,2023-11-14,11834,2023-11-23,9,Delivered
1732,2024-02-22,7540,2024-02-28,6,Delivered
1733,2024-09-19,6435,2024-09-25,6,Cancelled
1734,2024-04-21,4202,2024-04-29,8,Cancelled
1735,2025-02-23,46,2025-02-25,2,Delivered
1736,2025-03-02,19765,2025-03-06,4,Delivered
1737,2025-02-01,2889,2025-02-02,1,Delivered
1738,2024-12-21,5755,2024-12-22,1,Delivered
1739,2023-07-06,7795,2023-07-09,3,Cancelled
1740,2024-12-01,11171,2024-12-04,3,Cancelled
1741,2025-11-17,13944,2025-11-23,6,Cancelled
1742,2023-06-19,14794,2023-06-26,7,Delivered
1743,2025-08-04,5333,2025-08-05,1,Cancelled
1744,2023-04-27,9000,2023-04-30,3,Delivered
1745,2023-09-11,171,2023-09-20,9,Cancelled
1746,2024-12-26,11627,2024-12-29,3,Delivered
1747,2023-06-04,6553,2023-06-05,1,In Transit
1748,2024-09-01,3011,2024-09-06,5,Cancelled
1749,2025-02-27,3739,2025-03-02,3,In Transit
1750,2023-01-18,1080,2023-01-22,4,Delivered
1751,2025-01-17,1417,2025-01-20,3,In Transit
1752,2023-12-18,5867,2023-12-23,5,In Transit
1753,2024-10-18,7332,2024-10-27,9,In Transit
1754,2024-06-16,17602,2024-06-23,7,Delivered
1755,2024-11-16,6226,2024-11-24,8,Delivered
1756,2025-08-10,12917,2025-08-11,1,Delivered
1757,2023-09-12,3814,2023-09-17,5,Cancelled
1758,2024-04-12,17483,2024-04-15,3,Cancelled
1759,2024-12-29,13931,2025-01-04,6,In Transit
1760,2024-07-23,16776,2024-07-27,4,Delivered
1761,2025-01-30,19419,2025-02-08,9,In Transit
1762,2023-03-13,12186,2023-03-17,4,In Transit
1763,2024-02-18,12131,2024-02-21,3,Delivered
1764,2025-01-18,12669,2025-01-21,3,In Transit
1765,2023-12-12,13390,2023-12-16,4,Delivered
1766,2024-10-20,17898,2024-10-24,4,In Transit
1767,2023-10-20,19233,2023-10-23,3,In Transit
1768,2025-05-19,11820,2025-05-20,1,Cancelled
1769,2025-09-18,17595,2025-09-26,8,Cancelled
1770,2023-12-14,8081,2023-12-22,8,Cancelled
1771,2024-04-19,7502,2024-04-27,8,Delivered
1772,2024-12-16,8322,2024-12-23,7,In Transit
1773,2024-09-07,2096,2024-09-13,6,Delivered
1774,2025-06-13,7537,2025-06-20,7,Cancelled
1775,2025-07-24,656,2025-07-29,5,Delivered
1776,2024-08-25,12450,2024-08-31,6,In Transit
1777,2022-12-06,17628,2022-12-08,2,Cancelled
1778,2023-03-18,4056,2023-03-19,1,In Transit
1779,2023-06-04,9584,2023-06-08,4,Delivered
1780,2025-08-02,15590,2025-08-10,8,In Transit
1781,2024-07-24,1496,2024-08-02,9,In Transit
1782,2024-09-14,19070,2024-09-21,7,Cancelled
1783,2024-04-26,19479,2024-05-05,9,In Transit
1784,2025-03-23,12731,2025-03-29,6,Cancelled
1785,2024-09-18,11150,2024-09-24,6,In Transit
1786,2024-12-21,10970,2024-12-25,4,Cancelled
1787,2023-05-08,19053,2023-05-17,9,In Transit
1788,2023-10-10,4383,2023-10-17,7,Cancelled
1789,2025-06-16,5167,2025-06-22,6,Cancelled
1790,2024-08-27,16606,2024-09-05,9,Delivered
1791,2025-05-05,18062,2025-05-07,2,Delivered
1792,2024-04-14,11620,2024-04-17,3,In Transit
1793,2023-08-14,9541,2023-08-16,2,Cancelled
1794,2025-06-06,12908,2025-06-12,6,Delivered
1795,2023-07-07,19609,2023-07-09,2,In Transit
1796,2025-11-09,16917,2025-11-18,9,Delivered
1797,2025-05-17,19947,2025-05-22,5,Delivered
1798,2023-02-03,12045,2023-02-07,4,In Transit
1799,2025-09-24,8724,2025-09-27,3,Delivered
1800,2024-09-07,12722,2024-09-11,4,Delivered
1801,2023-02-18,10393,2023-02-27,9,Delivered
1802,2025-01-23,14258,2025-01-30,7,Delivered
1803,2025-05-27,4922,2025-06-03,7,Delivered
1804,2022-12-28,19021,2022-12-30,2,Delivered
1805,2023-09-03,6955,2023-09-09,6,Cancelled
1806,2025-07-12,1556,2025-07-16,4,In Transit
1807,2023-01-10,4185,2023-01-17,7,In Transit
1808,2024-01-22,834,2024-01-29,7,Cancelled
1809,2023-03-31,1984,2023-04-06,6,In Transit
1810,2025-11-12,17369,2025-11-15,3,Cancelled
1811,2025-06-19,18793,2025-06-23,4,In Transit
1812,2024-04-17,7173,2024-04-19,2,In Transit
1813,2024-12-09,16958,2024-12-10,1,In Transit
1814,2024-06-16,16268,2024-06-20,4,Delivered
1815,2025-11-22,12550,2025-11-28,6,In Transit
1816,2023-12-03,9538,2023-12-08,5,In Transit
1817,2024-04-03,7398,2024-04-04,1,In Transit
1818,2023-12-02,6095,2023-12-10,8,Delivered
1819,2024-07-14,2629,2024-07-20,6,Delivered
1820,2023-05-04,5502,2023-05-12,8,Cancelled
1821,2025-04-12,11839,2025-04-20,8,Delivered
1822,2024-03-09,14797,2024-03-15,6,Cancelled
1823,2025-09-08,16723,2025-09-11,3,Cancelled
1824,2025-11-24,1932,2025-11-26,2,Delivered
1825,2025-06-26,8229,2025-07-04,8,Delivered
1826,2025-12-03,19903,2025-12-12,9,In Transit
1827,2023-08-16,5920,2023-08-20,4,Delivered
1828,2023-09-14,16885,2023-09-21,7,In Transit
1829,2024-07-19,3885,2024-07-26,7,Cancelled
1830,2025-07-17,14042,2025-07-19,2,Cancelled
1831,2023-02-01,17426,2023-02-08,7,Cancelled
1832,2025-01-03,661,2025-01-06,3,In Transit
1833,2023-06-17,86,2023-06-18,1,Cancelled
1834,2025-03-21,12709,2025-03-25,4,Cancelled
1835,2023-04-04,19602,2023-04-05,1,Cancelled
1836,2024-12-28,1359,2025-01-01,4,Cancelled
1837,2023-01-08,4770,2023-01-14,6,Cancelled
1838,2025-03-04,3568,2025-03-13,9,Cancelled
1839,2023-01-12,13942,2023-01-16,4,In Transit
1840,2024-12-08,2571,2024-12-09,1,Delivered
